GoldsteinPriceProblem_cross,nongp,13,16,58
GoldsteinPriceProblem_cross,nongp,14,17,56
GoldsteinPriceProblem_cross,nongp,15,46,68
GoldsteinPriceProblem_cross,nongp,16,24,60
GoldsteinPriceProblem_cross,nongp,17,31,67
GoldsteinPriceProblem_cross,nongp,19,25,63
GoldsteinPriceProblem_cross,nongp,20,27,56
GoldsteinPriceProblem_cross,eiv,9,4,101
GoldsteinPriceProblem_cross,eiv,18,16,101
GoldsteinPriceProblem_cross,eiv,19,1,101
HimmelblauProblem_cross,nongp,1,22,62
HimmelblauProblem_cross,nongp,2,9,55
HimmelblauProblem_cross,nongp,3,13,59
HimmelblauProblem_cross,nongp,4,16,60
HimmelblauProblem_cross,nongp,5,2,55
HimmelblauProblem_cross,nongp,6,17,58
HimmelblauProblem_cross,nongp,7,12,56
HimmelblauProblem_cross,nongp,8,4,65
HimmelblauProblem_cross,nongp,9,7,61
HimmelblauProblem_cross,nongp,10,6,52
HimmelblauProblem_cross,nongp,11,3,61
HimmelblauProblem_cross,nongp,12,20,53
HimmelblauProblem_cross,nongp,13,11,55
HimmelblauProblem_cross,nongp,14,7,50
HimmelblauProblem_cross,nongp,15,6,53
HimmelblauProblem_cross,nongp,16,20,61
HimmelblauProblem_cross,nongp,17,27,61
HimmelblauProblem_cross,nongp,18,11,57
HimmelblauProblem_cross,nongp,19,14,62
HimmelblauProblem_cross,nongp,20,15,58
HolderTableProblem_cross,nongp,1,3,60
HolderTableProblem_cross,nongp,6,1,51
HolderTableProblem_cross,nongp,9,5,57
HolderTableProblem_cross,nongp,11,4,55
HolderTableProblem_cross,nongp,14,1,58
HolderTableProblem_cross,nongp,15,1,58
HolderTableProblem_cross,nongp,18,1,57
HolderTableProblem_cross,nongp,19,3,56
LeviN13Problem_cross,nongp,1,11,50
LeviN13Problem_cross,nongp,2,17,49
LeviN13Problem_cross,nongp,3,14,45
LeviN13Problem_cross,nongp,4,9,56
LeviN13Problem_cross,nongp,5,2,48
LeviN13Problem_cross,nongp,6,13,49
LeviN13Problem_cross,nongp,7,10,54
LeviN13Problem_cross,nongp,8,1,54
LeviN13Problem_cross,nongp,9,3,46
LeviN13Problem_cross,nongp,10,13,55
LeviN13Problem_cross,nongp,11,12,47
LeviN13Problem_cross,nongp,12,13,51
LeviN13Problem_cross,nongp,15,8,50
LeviN13Problem_cross,nongp,16,14,47
LeviN13Problem_cross,nongp,17,1,52
LeviN13Problem_cross,nongp,18,1,50
LeviN13Problem_cross,nongp,19,6,56
LeviN13Problem_cross,nongp,20,10,54
SchafferN2Problem_cross,nongp,19,1,57
